 awaiting normal unedited regular blocks and transition faces at each LOD	
2026/09/09 03:58:05.0378	[Generic] [VoxelWorld] density.audit.transition key=GpuTransitionKey { FineLevel = 5, CoarseLevel = 6, CoarseCoordinate = 0,0,-6, Face = PositiveZ } generator=12 samples=126 readbackBytes=61556 maximumError=0.015625 nonFinite=0 signMismatches=0 nearZero=0 boundsFailures=0 solidProbe=True airProbe=False pendingFaces=16106127360 elapsedMs=1.1072	
2026/09/09 03:58:05.3373	[Generic] [VoxelWorld] density.audit.transition.closest key=GpuTransitionKey { FineLevel = 5, CoarseLevel = 6, CoarseCoordinate = 4,0,-5, Face = NegativeX } index=44 position=131072,21504,-130048 cpu=-97820.875 gpu=-97820.875 error=0 signMismatch=False nearZero=False	
2026/09/09 03:58:05.3373	[Generic] [VoxelWorld] density.audit.transition key=GpuTransitionKey { FineLevel = 5, CoarseLevel = 6, CoarseCoordinate = 4,0,-5, Face = NegativeX } generator=12 samples=126 readbackBytes=61556 maximumError=0 nonFinite=0 signMismatches=0 nearZero=0 boundsFailures=0 solidProbe=True airProbe=False pendingFaces=15032385536 elapsedMs=1.3233	
2026/09/09 03:58:05.3516	[Generic] [VoxelWorld] density.audit.transition.closest key=GpuTransitionKey { FineLevel = 5, CoarseLevel = 6, CoarseCoordinate = 0,4,-5, Face = NegativeY } index=4622 position=0,131072,-130048 cpu=-95245.68 gpu=-95245.68 error=0 signMismatch=False nearZero=False	
2026/09/09 03:58:05.3516	[Generic] [VoxelWorld] density.audit.transition key=GpuTransitionKey { FineLevel = 5, CoarseLevel = 6, CoarseCoordinate = 0,4,-5, Face = NegativeY } generator=12 samples=126 readbackBytes=61556 maximumError=0 nonFinite=0 signMismatches=0 nearZero=0 boundsFailures=0 solidProbe=True airProbe=False pendingFaces=10737418240 elapsedMs=1.3153	
2026/09/09 03:58:05.5294	[Generic] [VoxelWorld] density.audit.transition.closest key=GpuTransitionKey { FineLevel = 5, CoarseLevel = 6, CoarseCoordinate = 0,-5,-5, Face = PositiveY } index=4622 position=32768,-131072,-130048 cpu=-97532.92 gpu=-97532.92 error=0 signMismatch=False nearZero=False	
2026/09/09 03:58:05.5294	[Generic] [VoxelWorld] density.audit.transition key=GpuTransitionKey { FineLevel = 5, CoarseLevel = 6, CoarseCoordinate = 0,-5,-5, Face = PositiveY } generator=12 samples=126 readbackBytes=61556 maximumError=0 nonFinite=0 signMismatches=0 nearZero=0 boundsFailures=0 solidProbe=True airProbe=False pendingFaces=2147483648 elapsedMs=1.2816	
2026/09/09 03:58:05.5515	[Generic] [VoxelWorld] density.audit.transition.closest key=GpuTransitionKey { FineLevel = 5, CoarseLevel = 6, CoarseCoordinate = -5,0,-5, Face = PositiveX } index=4711 position=-131072,8704,-130048 cpu=-97388.58 gpu=-97388.58 error=0 signMismatch=False nearZero=False	
2026/09/09 03:58:05.5515	[Generic] [VoxelWorld] density.audit.transition key=GpuTransitionKey { FineLevel = 5, CoarseLevel = 6, CoarseCoordinate = -5,0,-5, Face = PositiveX } generator=12 samples=126 readbackBytes=61556 maximumError=0 nonFinite=0 signMismatches=0 nearZero=0 boundsFailures=0 solidProbe=True airProbe=False pendingFaces=0 elapsedMs=1.2766	
2026/09/09 03:58:07.6791	[Generic] [VoxelWorld] density.audit.closest level=3 chunk=0,0,-9 sample=15,22,-255 cellSize=128 side=0 cpu=-100.020645 cached=-100.020645 gpu=-100.0206 error=4.5776367E-05 latticeError=0 finite=True signMismatch=False nearZero=False inBounds=True	
2026/09/09 03:58:07.6791	[Generic] [VoxelWorld] density.audit.block level=3 chunk=0,0,-9 generator=12 settings="ProceduralTerrainSettings { WorldSeed = 1337, LandAmount = 0.6, MountainAmount = 0.35, PlainsAmount = 0.6, ContinentalScale = 131072, MountainRegionScale = 32768, LocalLandformScale = 8192, ReliefHeight = 3072, Ruggedness = 0.45, IsValid = True }" cellSize=128 samples=125 readbackBytes=171500 maximumError=0.16308594 maximumLatticeError=0 nonFinite=0 densityMismatches=1 signMismatches=0 nearZero=0 boundsFailures=0 nearZeroSignMismatches=0 readbackNonFinite=0 solidProbe=True airProbe=False pendingLevels=112 elapsedMs=2.0505	
2026/09/09 03:58:18.0607	[Generic] [VoxelCollision] inspect {"frame":"675.7 FPS average; p95 2.85 ms; p99 3.91 ms; GPU 0.96 ms average","memory":"CPU 4,073.3 MiB average, 4,081.9 MiB peak; GPU 1,955.9 MiB average, 1,955.9 MiB peak","profiler":{"windowFrames":200,"engine":[{"name":"Async","calls":1213,"minimumMillisecondsPerFrame":0.001,"averageMillisecondsPerFrame":0.002207,"p95MillisecondsPerFrame":0.0029,"p99MillisecondsPerFrame":0.0043,"maximumMillisecondsPerFrame":0.022},{"name":"Animation","calls":613,"minimumMillisecondsPerFrame":0.0958,"averageMillisecondsPerFrame":0.117946,"p95MillisecondsPerFrame":0.1418,"p99MillisecondsPerFrame":0.2271,"maximumMillisecondsPerFrame":0.2814},{"name":"Audio","calls":813,"minimumMillisecondsPerFrame":0.0015,"averageMillisecondsPerFrame":0.0046785,"p95MillisecondsPerFrame":0.0392,"p99MillisecondsPerFrame":0.0449,"maximumMillisecondsPerFrame":0.0504},{"name":"GcPause","calls":200,"minimumMillisecondsPerFrame":0,"averageMillisecondsPerFrame":0,"p95MillisecondsPerFrame":0,"p99MillisecondsPerFrame":0,"maximumMillisecondsPerFrame":0},{"name":"Idle","calls":200,"minimumMillisecondsPerFrame":0,"averageMillisecondsPerFrame":0.0059984997,"p95MillisecondsPerFrame":0.0902,"p99MillisecondsPerFrame":0.2113,"maximumMillisecondsPerFrame":0.2113},{"name":"Input","calls":200,"minimumMillisecondsPerFrame":0.0034,"averageMillisecondsPerFrame":0.0043035,"p95MillisecondsPerFrame":0.0047,"p99MillisecondsPerFrame":0.0052,"maximumMillisecondsPerFrame":0.0077},{"name":"NavMesh","calls":26,"minimumMillisecondsPerFrame":0,"averageMillisecondsPerFrame":1.6E-05,"p95MillisecondsPerFrame":0.0002,"p99MillisecondsPerFrame":0.0003,"maximumMillisecondsPerFrame":0.0004},{"name":"Network","calls":200,"minimumMillisecondsPerFrame":0.0001,"averageMillisecondsPerFrame":0.00025050002,"p95MillisecondsPerFrame":0.0003,"p99MillisecondsPerFrame":0.0003,"maximumMillisecondsPerFrame":0.0004},{"name":"Particles","calls":200,"minimumMillisecondsPerFrame":0,"averageMillisecondsPerFrame":9.1999995E-05,"p95MillisecondsPerFrame":0.0001,"p99MillisecondsPerFrame":0.0002,"maximumMillisecondsPerFrame":0.0002},{"name":"Physics","calls":26,"minimumMillisecondsPerFrame":0,"averageMillisecondsPerFrame":0.001712,"p95MillisecondsPerFrame":0.0239,"p99MillisecondsPerFrame":0.0287,"maximumMillisecondsPerFrame":0.0313},{"name":"Render","calls":800,"minimumMillisecondsPerFrame":0.4545,"averageMillisecondsPerFrame":0.946991,"p95MillisecondsPerFrame":1.3033,"p99MillisecondsPerFrame":1.3727,"maximumMillisecondsPerFrame":1.458},{"name":"Update","calls":213,"minimumMillisecondsPerFrame":0.0446,"averageMillisecondsPerFrame":0.077703,"p95MillisecondsPerFrame":0.1083,"p99MillisecondsPerFrame":1.5827,"maximumMillisecondsPerFrame":1.9022},{"name":"UI","calls":200,"minimumMillisecondsPerFrame":0.0188,"averageMillisecondsPerFrame":0.023305,"p95MillisecondsPerFrame":0.0277,"p99MillisecondsPerFrame":0.0288,"maximumMillisecondsPerFrame":0.0298},{"name":"Video","calls":200,"minimumMillisecondsPerFrame":0.0001,"averageMillisecondsPerFrame":0.000113999995,"p95MillisecondsPerFrame":0.0002,"p99MillisecondsPerFrame":0.0002,"maximumMillisecondsPerFrame":0.0002},{"name":"Editor","calls":200,"minimumMillisecondsPerFrame":0.0367,"averageMillisecondsPerFrame":0.0906855,"p95MillisecondsPerFrame":0.151,"p99MillisecondsPerFrame":1.6234,"maximumMillisecondsPerFrame":1.9405}],"scripts":[{"name":"Voxels3/VoxelManager.OnUpdate","calls":200,"minimumMillisecondsPerFrame":0.015,"averageMillisecondsPerFrame":0.040432,"p95MillisecondsPerFrame":0.0631,"p99MillisecondsPerFrame":1.5535,"maximumMillisecondsPerFrame":1.8663},{"name":"Voxels3/CollisionInterest","calls":0,"minimumMillisecondsPerFrame":0,"averageMillisecondsPerFrame":0,"p95MillisecondsPerFrame":0,"p99MillisecondsPerFrame":0,"maximumMillisecondsPerFrame":0},{"name":"Voxels3/CollisionIntegration","calls":200,"minimumMillisecondsPerFrame":0.0003,"averageMillisecondsPerFrame":0.022713,"p95MillisecondsPerFrame":0.003,"p99MillisecondsPerFrame":1.5383,"maximumMillisecondsPerFrame":1.8478},{"name":"Voxels3/CollisionReadiness","calls":13,"minimumMillisecondsPerFrame":0,"averageMillisecondsPerFrame":0.0003815,"p95MillisecondsPerFrame":0.0054,"p99MillisecondsPerFrame":0.0066,"maximumMillisecondsPerFrame":0.0066},{"name":"Voxels3/FigureEightMovement","calls":200,"minimumMillisecondsPerFrame":0,"averageMillisecondsPerFrame":7.85E-05,"p95MillisecondsPerFrame":0.0001,"p99MillisecondsPerFrame":0.0001,"maximumMillisecondsPerFrame":0.0003},{"name":"Voxels3/PerformanceSampling","calls":200,"minimumMillisecondsPerFrame":0.0006,"averageMillisecondsPerFrame":0.000817,"p95MillisecondsPerFrame":0.0009,"p99MillisecondsPerFrame":0.001,"maximumMillisecondsPerFrame":0.0015},{"name":"Voxels3/RebuildDesiredChunks","calls":0,"minimumMillisecondsPerFrame":0,"averageMillisecondsPerFrame":0,"p95MillisecondsPerFrame":0,"p99MillisecondsPerFrame":0,"maximumMillisecondsPerFrame":0},{"name":"Voxels3/PreparePlacement","calls":0,"minimumMillisecondsPerFrame":0,"averageMillisecondsPerFrame":0,"p95MillisecondsPerFrame":0,"p99MillisecondsPerFrame":0,"maximumMillisecondsPerFrame":0},{"name":"Voxels3/IntegrateWarmChunks","calls":200,"minimumMillisecondsPerFrame":0.0001,"averageMillisecondsPerFrame":0.0001195,"p95MillisecondsPerFrame":0.0002,"p99MillisecondsPerFrame":0.0002,"maximumMillisecondsPerFrame":0.0003},{"name":"Voxels3/ProcessPendingMeshes","calls":200,"minimumMillisecondsPerFrame":0.0034,"averageMillisecondsPerFrame":0.0043835,"p95MillisecondsPerFrame":0.0047,"p99MillisecondsPerFrame":0.0058,"maximumMillisecondsPerFrame":0.0683},{"name":"Voxels3/RefreshRenderCameras","calls":1,"minimumMillisecondsPerFrame":0,"averageMillisecondsPerFrame":3.2E-05,"p95MillisecondsPerFrame":0,"p99MillisecondsPerFrame":0,"maximumMillisecondsPerFrame":0.0064},{"name":"Voxels3/CommitDrawCommands","calls":200,"minimumMillisecondsPerFrame":0.0008,"averageMillisecondsPerFrame":0.001196,"p95MillisecondsPerFrame":0.001,"p99MillisecondsPerFrame":0.0011,"maximumMillisecondsPerFrame":0.0643}]},"streamingCenter":"-1,0,-61","visualPending":0,"transitionPending":0,"placementPending":false,"visualArenas":15,"visualArenaUsage":"0:slots=456,vertices=512625,indices=2891391,largestVertexFree=804036,largestIndexFree=828928;1:slots=495,vertices=428080,indices=2382984,largestVertexFree=957538,largestIndexFree=1743637;2:slots=213,vertices=174682,indices=981108,largestVertexFree=1223419,largestIndexFree=3213196;3:slots=19,vertices=30528,indices=160863,largestVertexFree=768154,largestIndexFree=3233109;4:slots=0,vertices=0,indices=0,largestVertexFree=1398101,largestIndexFree=4194304;5:slots=0,vertices=0,indices=0,largestVertexFree=1398101,largestIndexFree=4194304;6:slots=272,vertices=225299,indices=1127211,largestVertexFree=783741,largestIndexFree=1204206;7:slots=132,vertices=78360,indices=375264,largestVertexFree=908115,largestIndexFree=1496758;8:slots=349,vertices=400255,indices=2259681,largestVertexFree=780427,largestIndexFree=712597;9:slots=447,vertices=522458,indices=2950875,largestVertexFree=867836,largestIndexFree=820450;10:slots=394,vertices=534818,indices=3012387,largestVertexFree=740303,largestIndexFree=510064;11:slots=172,vertices=212986,indices=1178112,largestVertexFree=727637,largestIndexFree=468537;12:slots=430,vertices=535800,indices=2905695,largestVertexFree=744333,largestIndexFree=669793;13:slots=512,vertices=663815,indices=3528951,largestVertexFree=728338,largestIndexFree=631405;14:slots=73,vertices=109762,indices=576504,largestVertexFree=1288339,largestIndexFree=3617800","visualTopology":"590ACC84814BB753","visualPositions":"5FF0A172CCC3CD1F","collision":{"desired":4913,"ready":4409,"bodies":692,"pending":502,"building":true,"activeWorkers":2,"workerLimit":2,"completed":0,"retiring":0,"failures":0,"staleDiscarded":0,"published":73934,"peakCompleted":2,"peakCompletedBytes":360448,"residentGeometryBytes":27798744,"peakResidentGeometryBytes":27798744,"degenerateTriangles":2455,"weldedIntersections":7585,"supportPatchRebuilds":11,"sampleCount":48539123,"rejectedBlocks":37685880,"sampling":{"samples":73934,"truncatedSamples":0,"average":0.85409164,"p50":0.0105,"p95":4.6071,"p99":22.0599,"maximum":47.243},"extraction":{"samples":73934,"truncatedSamples":0,"average":0.039295606,"p50":0,"p95":0.3875,"p99":0.6305,"maximum":11.5746},"creation":{"samples":5193,"truncatedSamples":0,"average":0.49641368,"p50":0.4785,"p95":0.8841,"p99":1.4691,"maximum":10.443},"meshCreation":{"samples":5193,"truncatedSamples":0,"average":0.48807758,"p50":0.4705,"p95":0.8751,"p99":1.4602,"maximum":10.427},"worstCreationSetupMilliseconds":0.0075,"worstCreationMeshMilliseconds":10.427,"worstCreationPublicationMilliseconds":0.0085,"worstCreationCoordinate":{"x":1,"y":2,"z":0},"worstCreationVertices":1145,"worstCreationIndices":6468,"retirement":{"samples":4501,"truncatedSamples":0,"average":0.0012488336,"p50":0.001,"p95":0.0019,"p99":0.0034,"maximum":0.1677},"requestToReady":{"samples":73934,"truncatedSamples":0,"average":3969.535,"p50":3528.5535,"p95":7228.285,"p99":19893.977,"maximum":22764.38}},"holdSteps":86,"heldBodies":0,"playerPosition":"-41.6624641,56.9521828,-30821.334","playerGrounded":true,"groundComponent":"VoxelManager","playerVelocity":"0,0,0","playerMotionEnabled":true,"actors":[{"id":"fde76e17-1db9-4ccc-a193-897fddbc6239","name":"terrain_player","isProxy":false,"motionEnabled":true,"worldPosition":"-41.6624641,56.9521828,-30821.334","velocity":"0,0,0","sleeping":true,"held":false}],"supportHit":true,"supportGap":-0.04296875}	
2026/09/09 03:58:40.0888	[Generic] [VoxelCollision] inspect {"frame":"750.2 FPS average; p95 1.65 ms; p99 2.47 ms; GPU 0.92 ms average","memory":"CPU 4,104.1 MiB average, 4,104.5 MiB peak; GPU 1,955.9 MiB average, 1,955.9 MiB peak","profiler":{"windowFrames":200,"engine":[{"name":"Async","calls":1214,"minimumMillisecondsPerFrame":0.0009,"averageMillisecondsPerFrame":0.0026245,"p95MillisecondsPerFrame":0.003,"p99MillisecondsPerFrame":0.0044,"maximumMillisecondsPerFrame":0.1184},{"name":"Animation","calls":614,"minimumMillisecondsPerFrame":0.0947,"averageMillisecondsPerFrame":0.114499,"p95MillisecondsPerFrame":0.1381,"p99MillisecondsPerFrame":0.1675,"maximumMillisecondsPerFrame":0.2324},{"name":"Audio","calls":814,"minimumMillisecondsPerFrame":0.0015,"averageMillisecondsPerFrame":0.004784,"p95MillisecondsPerFrame":0.039,"p99MillisecondsPerFrame":0.0445,"maximumMillisecondsPerFrame":0.0533},{"name":"GcPause","calls":200,"minimumMillisecondsPerFrame":0,"averageMillisecondsPerFrame":0,"p95MillisecondsPerFrame":0,"p99MillisecondsPerFrame":0,"maximumMillisecondsPerFrame":0},{"name":"Idle","calls":200,"minimumMillisecondsPerFrame":0,"averageMillisecondsPerFrame":0.0033415,"p95MillisecondsPerFrame":0,"p99MillisecondsPerFrame":0.1537,"maximumMillisecondsPerFrame":0.2327},{"name":"Input","calls":200,"minimumMillisecondsPerFrame":0.0032,"averageMillisecondsPerFrame":0.004686,"p95MillisecondsPerFrame":0.0047,"p99MillisecondsPerFrame":0.0073,"maximumMillisecondsPerFrame":0.1014},{"name":"NavMesh","calls":28,"minimumMillisecondsPerFrame":0,"averageMillisecondsPerFrame":2.15E-05,"p95MillisecondsPerFrame":0.0002,"p99MillisecondsPerFrame":0.0003,"maximumMillisecondsPerFrame":0.0007},{"name":"Network","calls":200,"minimumMillisecondsPerFrame":0.0001,"averageMillisecondsPerFrame":0.0002395,"p95MillisecondsPerFrame":0.0003,"p99MillisecondsPerFrame":0.0003,"maximumMillisecondsPerFrame":0.0004},{"name":"Particles","calls":200,"minimumMillisecondsPerFrame":0,"averageMillisecondsPerFrame":9.0999994E-05,"p95MillisecondsPerFrame":0.0001,"p99MillisecondsPerFrame":0.0001,"maximumMillisecondsPerFrame":0.0001},{"name":"Physics","calls":28,"minimumMillisecondsPerFrame":0,"averageMillisecondsPerFrame":0.0017925,"p95MillisecondsPerFrame":0.0239,"p99MillisecondsPerFrame":0.0283,"maximumMillisecondsPerFrame":0.029},{"name":"Render","calls":800,"minimumMillisecondsPerFrame":0.4537,"averageMillisecondsPerFrame":0.9831425,"p95MillisecondsPerFrame":1.2849,"p99MillisecondsPerFrame":1.3803,"maximumMillisecondsPerFrame":1.4077},{"name":"Update","calls":214,"minimumMillisecondsPerFrame":0.0439,"averageMillisecondsPerFrame":0.053891,"p95MillisecondsPerFrame":0.0609,"p99MillisecondsPerFrame":0.0914,"maximumMillisecondsPerFrame":0.1145},{"name":"UI","calls":200,"minimumMillisecondsPerFrame":0.019,"averageMillisecondsPerFrame":0.0227515,"p95MillisecondsPerFrame":0.0268,"p99MillisecondsPerFrame":0.028,"maximumMillisecondsPerFrame":0.0293},{"name":"Video","calls":200,"minimumMillisecondsPerFrame":0,"averageMillisecondsPerFrame":0.000110999994,"p95MillisecondsPerFrame":0.0002,"p99MillisecondsPerFrame":0.0002,"maximumMillisecondsPerFrame":0.0002},{"name":"Editor","calls":200,"minimumMillisecondsPerFrame":0.0311,"averageMillisecondsPerFrame":0.0928385,"p95MillisecondsPerFrame":0.1273,"p99MillisecondsPerFrame":1.4856,"maximumMillisecondsPerFrame":1.8946}],"scripts":[{"name":"Voxels3/VoxelManager.OnUpdate","calls":200,"minimumMillisecondsPerFrame":0.015,"averageMillisecondsPerFrame":0.0178145,"p95MillisecondsPerFrame":0.0205,"p99MillisecondsPerFrame":0.0323,"maximumMillisecondsPerFrame":0.0583},{"name":"Voxels3/CollisionInterest","calls":0,"minimumMillisecondsPerFrame":0,"averageMillisecondsPerFrame":0,"p95MillisecondsPerFrame":0,"p99MillisecondsPerFrame":0,"maximumMillisecondsPerFrame":0},{"name":"Voxels3/CollisionIntegration","calls":200,"minimumMillisecondsPerFrame":0.0003,"averageMillisecondsPerFrame":0.00044550002,"p95MillisecondsPerFrame":0.0005,"p99MillisecondsPerFrame":0.0006,"maximumMillisecondsPerFrame":0.0008},{"name":"Voxels3/CollisionReadiness","calls":14,"minimumMillisecondsPerFrame":0,"averageMillisecondsPerFrame":0.0004065,"p95MillisecondsPerFrame":0.0052,"p99MillisecondsPerFrame":0.0066,"maximumMillisecondsPerFrame":0.0073},{"name":"Voxels3/FigureEightMovement","calls":200,"minimumMillisecondsPerFrame":0,"averageMillisecondsPerFrame":7.4999996E-05,"p95MillisecondsPerFrame":0.0001,"p99MillisecondsPerFrame":0.0001,"maximumMillisecondsPerFrame":0.0002},{"name":"Voxels3/PerformanceSampling","calls":200,"minimumMillisecondsPerFrame":0.0006,"averageMillisecondsPerFrame":0.0010015,"p95MillisecondsPerFrame":0.0009,"p99MillisecondsPerFrame":0.0009,"maximumMillisecondsPerFrame":0.0415},{"name":"Voxels3/RebuildDesiredChunks","calls":0,"minimumMillisecondsPerFrame":0,"averageMillisecondsPerFrame":0,"p95MillisecondsPerFrame":0,"p99MillisecondsPerFrame":0,"maximumMillisecondsPerFrame":0},{"name":"Voxels3/PreparePlacement","calls":0,"minimumMillisecondsPerFrame":0,"averageMillisecondsPerFrame":0,"p95MillisecondsPerFrame":0,"p99MillisecondsPerFrame":0,"maximumMillisecondsPerFrame":0},{"name":"Voxels3/IntegrateWarmChunks","calls":200,"minimumMillisecondsPerFrame":0.0001,"averageMillisecondsPerFrame":0.000113999995,"p95MillisecondsPerFrame":0.0002,"p99MillisecondsPerFrame":0.0002,"maximumMillisecondsPerFrame":0.0003},{"name":"Voxels3/ProcessPendingMeshes","calls":200,"minimumMillisecondsPerFrame":0.0034,"averageMillisecondsPerFrame":0.0039925002,"p95MillisecondsPerFrame":0.0046,"p99MillisecondsPerFrame":0.0055,"maximumMillisecondsPerFrame":0.0111},{"name":"Voxels3/RefreshRenderCameras","calls":1,"minimumMillisecondsPerFrame":0,"averageMillisecondsPerFrame":3.45E-05,"p95MillisecondsPerFrame":0,"p99MillisecondsPerFrame":0,"maximumMillisecondsPerFrame":0.0069},{"name":"Voxels3/CommitDrawCommands","calls":200,"minimumMillisecondsPerFrame":0.0007,"averageMillisecondsPerFrame":0.000853,"p95MillisecondsPerFrame":0.0009,"p99MillisecondsPerFrame":0.0011,"maximumMillisecondsPerFrame":0.0016}]},"streamingCenter":"-1,0,-61","visualPending":0,"transitionPending":0,"placementPending":false,"visualArenas":15,"visualArenaUsage":"0:slots=456,vertices=512625,indices=2891391,largestVertexFree=804036,largestIndexFree=828928;1:slots=495,vertices=428080,indices=2382984,largestVertexFree=957538,largestIndexFree=1743637;2:slots=213,vertices=174682,indices=981108,largestVertexFree=1223419,largestIndexFree=3213196;3:slots=19,vertices=30528,indices=160863,largestVertexFree=768154,largestIndexFree=3233109;4:slots=0,vertices=0,indices=0,largestVertexFree=1398101,largestIndexFree=4194304;5:slots=0,vertices=0,indices=0,largestVertexFree=1398101,largestIndexFree=4194304;6:slots=272,vertices=225299,indices=1127211,largestVertexFree=783741,largestIndexFree=1204206;7:slots=132,vertices=78360,indices=375264,largestVertexFree=908115,largestIndexFree=1496758;8:slots=349,vertices=400255,indices=2259681,largestVertexFree=780427,largestIndexFree=712597;9:slots=447,vertices=522458,indices=2950875,largestVertexFree=867836,largestIndexFree=820450;10:slots=394,vertices=534818,indices=3012387,largestVertexFree=740303,largestIndexFree=510064;11:slots=172,vertices=212986,indices=1178112,largestVertexFree=727637,largestIndexFree=468537;12:slots=430,vertices=535800,indices=2905695,largestVertexFree=744333,largestIndexFree=669793;13:slots=512,vertices=663815,indices=3528951,largestVertexFree=728338,largestIndexFree=631405;14:slots=73,vertices=109762,indices=576504,largestVertexFree=1288339,largestIndexFree=3617800","visualTopology":"590ACC84814BB753","visualPositions":"5FF0A172CCC3CD1F","collision":{"desired":4913,"ready":4913,"bodies":708,"pending":0,"building":false,"activeWorkers":0,"workerLimit":2,"completed":0,"retiring":0,"failures":0,"staleDiscarded":0,"published":74438,"peakCompleted":2,"peakCompletedBytes":360448,"residentGeometryBytes":28292388,"peakResidentGeometryBytes":28292388,"degenerateTriangles":2496,"weldedIntersections":7624,"supportPatchRebuilds":11,"sampleCount":48951542,"rejectedBlocks":38768303,"sampling":{"samples":74438,"truncatedSamples":0,"average":0.86509776,"p50":0.0105,"p95":4.6185,"p99":22.2474,"maximum":47.243},"extraction":{"samples":74438,"truncatedSamples":0,"average":0.03939261,"p50":0,"p95":0.387,"p99":0.6317,"maximum":11.5746},"creation":{"samples":5209,"truncatedSamples":0,"average":0.49633217,"p50":0.4784,"p95":0.8858,"p99":1.4691,"maximum":10.443},"meshCreation":{"samples":5209,"truncatedSamples":0,"average":0.48798475,"p50":0.4704,"p95":0.8755,"p99":1.4602,"maximum":10.427},"worstCreationSetupMilliseconds":0.0075,"worstCreationMeshMilliseconds":10.427,"worstCreationPublicationMilliseconds":0.0085,"worstCreationCoordinate":{"x":1,"y":2,"z":0},"worstCreationVertices":1145,"worstCreationIndices":6468,"retirement":{"samples":4501,"truncatedSamples":0,"average":0.0012488336,"p50":0.001,"p95":0.0019,"p99":0.0034,"maximum":0.1677},"requestToReady":{"samples":74438,"truncatedSamples":0,"average":4096.3657,"p50":3550.1118,"p95":8045.549,"p99":21556.383,"maximum":23805.398}},"holdSteps":86,"heldBodies":0,"playerPosition":"-41.6624641,56.9521828,-30821.334","playerGrounded":true,"groundComponent":"VoxelManager","playerVelocity":"0,0,0","playerMotionEnabled":true,"actors":[{"id":"fde76e17-1db9-4ccc-a193-897fddbc6239","name":"terrain_player","isProxy":false,"motionEnabled":true,"worldPosition":"-41.6624641,56.9521828,-30821.334","velocity":"0,0,0","sleeping":true,"held":false}],"supportHit":true,"supportGap":-0.04296875}	
2026/09/09 03:58:40.2544	[Generic] [VoxelWorld] mesh.audit.queued id=6 target=-41.6625,56.9522,-30821.33 regionsPerLevel=8 selection=coverage selected=104 regular=56 transition=48	
2026/09/09 03:58:40.2544	[Generic] [VoxelWorld] mesh.audit.visibility id=6 regularExpectedActive=2858 regularDrawable=2858 transitionExpectedActive=292 transitionDrawable=292 mismatches=0 reported=0	
2026/09/09 03:58:40.2701	[Generic] [VoxelWorld] mesh.audit.draw_state id=6 status=pass camera=0 main=True capacity=8192 sourceDraws=3150 visibleDraws=367 sourceMismatches=0 visibleMismatches=0	
2026/09/09 03:58:40.2701	[Generic] [VoxelWorld] mesh.audit.draw_state_complete id=6 status=pass cameras=1 failures=0 reported=0 readbacks=2 bytes=327680	
2026/09/09 03:58:40.3975	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="0:C[-1,0,-61]" vertices=2083 indices=11922 triangles=3974 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=27.601 maxEdgeCells=1.725 observedMin=-512,0,-31232 observedMax=0,512,-30764.29 expectedMin=-512,0,-31232 expectedMax=0,512,-30720	
2026/09/09 03:58:40.3975	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="0:C[1,1,-60]" vertices=2134 indices=12234 triangles=4078 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=27.251 maxEdgeCells=1.703 observedMin=512,512,-30720 observedMax=986.7996,1024,-30208 expectedMin=512,512,-30720 expectedMax=1024,1024,-30208	
2026/09/09 03:58:40.3975	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="0:C[-3,1,-62]" vertices=1699 indices=9702 triangles=3234 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=27.477 maxEdgeCells=1.717 observedMin=-1536,512,-31496.01 observedMax=-1024,1024,-31232 expectedMin=-1536,512,-31744 expectedMax=-1024,1024,-31232	
2026/09/09 03:58:40.3975	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="0:C[2,0,-58]" vertices=681 indices=3753 triangles=1251 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=25.241 maxEdgeCells=1.578 observedMin=1024,277.6988,-29696 observedMax=1138.681,512,-29184 expectedMin=1024,0,-29696 expectedMax=1536,512,-29184	
